Order Id,Order Date,Order Supplier,Order Quantity,Product Category,Product Name,Product Variant,Product Brand,Product Model,Product Size,Product Price,Product Quantity,Product Hyperlink
20230001,12/30/2023,Ford,1,Fleet,Truck,Pickup,Ford,F-150 STX,,45760,1,https://www.ford.com/trucks/f150/2024/models/f150-stx/
20230001,12/30/2023,Bass Pro Shops,1,Access Equipment,Boat,Jon,Tracker Boats,Grizzly 1036,10 wide,1095,1,https://www.basspro.com/p/2024-tracker-grizzly-1036-jon
20230001,12/30/2023,,1,Access Equipment,Electric Motor,,,,,,1,
20230001,12/30/2023,,1,Access Equipment,Motor Battery,,,,,,1,
20230001,12/30/2023,Walmart,1,Portable Power,Battery Charger,,EverStart,Maxx BC40BE,40 amps,48,1,https://www.walmart.com/ip/EverStart-Maxx-40-Amp-Battery-Charger-and-Maintainer-BC40BE/438914356?sid=912b83ea-9a9f-4dae-8985-4e54d0c61a8b
20230001,12/30/2023,Amazon,2,Access Equipment,Paddle,Adjustable,Abahub,,7 feet,32.99,1,https://a.co/d/4q1kxVj
20230001,12/30/2023,Amazon,1,Access Equipment,Life Jacket,Superlite USCG Men,O'Neill,,Medium,49.95,1,https://a.co/d/9h11rWp
20230001,12/30/2023,Amazon,1,Access Equipment,Life Jacket,Superlite USCG Men,O'Neill,,Large,49.95,1,https://a.co/d/8MCvfJI
20230001,12/30/2023,Amazon,1,Access Equipment,Life Jacket,Superlite USCG Men,O'Neill,,Extra Large,49.95,1,https://a.co/d/flhHDcs
20230001,12/30/2023,Lowe's,1,Access Equipment,Ladder,Extension,Werner,,24 feet,279,1,https://www.lowes.com/pd/Werner-D1200-Aluminum-24-ft-Type-2-225-lbs-Extension-Ladder/1115317?store=1878&cm_mmc=shp-_-c-_-prd-_-bdm-_-ggl-_-CRP_SHP_LIA_BDM_Online_C-D-_-1115317-_-local-_-0-_-0&gad_source=1&gclid=CjwKCAjw47i_BhBTEiwAaJfPpi5wX17JbaaHb-J7d9fFtnbOk-V1NadNiTjMvIXu0f1r3nLxgxU-iRoC6YMQAvD_BwE&gclsrc=aw.ds
20230001,12/30/2023,Lowe's,1,Access Equipment,Ladder,Extension,Werner,,32 feet,459,1,https://www.lowes.com/pd/Werner-D1300-Aluminum-32-ft-Type-1-250-lbs-Extension-Ladder/1115297?store=1878&cm_mmc=shp-_-c-_-prd-_-bdm-_-ggl-_-CRP_SHP_LIA_BDM_Online_C-D-_-1115297-_-local-_-0-_-0&gad_source=1&gclid=CjwKCAjw47i_BhBTEiwAaJfPple8mTeNS11JcEoK5n8MAFgtClGlSw0oV2vKklkQFSvWVxjn6NA2aRoCnQsQAvD_BwE&gclsrc=aw.ds
20230001,12/30/2023,Lowe's,1,Access Equipment,Ladder,Step,Werner,,6 feet,89.98,1,https://www.lowes.com/pd/Werner-FS100-6-ft-Fiberglass-Type-1-250-lbs-Capacity-Step-Ladder/1115287?gStoreCode=444&gQT=1
20230001,12/30/2023,Lowe's,1,Access Equipment,Ladder,Adjustable,Little Giant,,18 feet,249,1,https://www.lowes.com/pd/Little-Giant-Ladders-Leveler-M17-with-Leg-Levelers-Aluminum-18-ft-Reach-Type-1A-300-lb-Capacity-Telescoping-Multi-Position-Ladder/5014227761
20230001,12/30/2023,Amazon,1,Access Equipment,Camera Pole,Extension,DocaZoo,,24 feet,69.99,1,https://a.co/d/0nJ79q4
20230001,12/30/2023,Amazon,1,Access Equipment,Camera Pole Adapter,Straight,DocaZoo,,,0,1,https://a.co/d/0nJ79q4
20230001,12/30/2023,Amazon,2,Access Equipment,Camera Pole Adapter,Straight,Grafiti,Nootle,,14,1,https://a.co/d/hrva7Vv
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Ear Plugs,Super Soft Foam,Lenicany,,32 decibels,4.99,30,https://a.co/d/7nNNKcH
20230001,12/30/2023,Amazon,5,Personal Protective Equipment,Eye Protection,,,,,,1,
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Bug Spray,Deep Woods,OFF!,Sportsmen,6 ounces,30.6,4,https://a.co/d/4iAjWcE
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Sunscreen,SPF 70 Spray,Hawaiian Tropic,,7 ounces,11.99,1,https://a.co/d/71BQcgF
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Sunscreen,SPF 50 Spray,Banana Boat,Sport,8 ounces,7.29,1,https://a.co/d/eCTei2p
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Hand Warmer,Air-Activated,HotHands,,,7.48,10,https://a.co/d/eXhDx8v
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Nitrile Gloves,Powder-Free,Medical King,,Medium,12.85,100,https://a.co/d/jjkATAX
20230001,12/30/2023,Full Source,10,Personal Protective Equipment,Work Gloves,FlexTherm Latex Coated,MCR Safety,,Small,5.79,2,https://www.fullsource.com/mcr-safety-9690s/
20230001,12/30/2023,Full Source,10,Personal Protective Equipment,Work Gloves,FlexTherm Latex Coated,MCR Safety,,Medium,5.79,2,https://www.fullsource.com/mcr-safety-9690s/
20230001,12/30/2023,Full Source,14,Personal Protective Equipment,Work Gloves,FlexTherm Latex Coated,MCR Safety,,Large,5.79,2,https://www.fullsource.com/mcr-safety-9690s/
20230001,12/30/2023,Amazon,1,Cleaning & Hygiene,Disinfecting Wipes,,Clorox,,75 count,13.98,2,https://a.co/d/2AmcDLw
20230001,12/30/2023,Amazon,1,Cleaning & Hygiene,Hand Sanitizer,,Purell,Naturals,12 ounces,25.99,4,https://a.co/d/ghkkP6F
20230001,12/30/2023,Amazon,1,Cleaning & Hygiene,Hand Sanitizer,,GermX,Original,8 ounces,9.52,1,https://a.co/d/7CcAERf
20230001,12/30/2023,,1,Personal Protective Equipment,Hi-Vis Vest,Breakaway,Radwear,,Large,,1,
20230001,12/30/2023,,2,Personal Protective Equipment,Hi-Vis Vest,Breakaway,Kishigo,,Large,,1,
20230001,12/30/2023,,1,Personal Protective Equipment,Hi-Vis Vest,,Texas America,,Large,,1,
20230001,12/30/2023,,1,Personal Protective Equipment,Hi-Vis Vest,Breakaway,Radwear,,2x Extra Large,,1,
20230001,12/30/2023,,1,Personal Protective Equipment,Hi-Vis Vest,Breakaway,Kishigo,,2x Extra Large,,1,
20230001,12/30/2023,MSA Safety,3,Personal Protective Equipment,Hard Hat,,MSA,,Medium,33.97,1,https://us.msasafety.com/Head-Protection/Hard-Hats/V-Gard%C2%AE-GREEN-Hard-Hat-Cap-Style/p/000060003400001000
20230001,12/30/2023,,1,First Aid,Infrared Thermometer,,,,,,1,
20230001,12/30/2023,Amazon,1,First Aid,First Aid Kit,Waterproof,ThriAid,,330 pieces,45.99,1,https://a.co/d/5nPaDAh
20230001,12/30/2023,Amazon,2,Tools,Hammer,Brick Hammer,Glorousamc,,30 ounces,17.82,1,https://a.co/d/1z0HujI
20230001,12/30/2023,Harbor Freight,1,Tools,Hammer,Fiberglass,Pittsburgh,,16 ounces,6.99,1,https://www.harborfreight.com/16-oz-rip-hammer-with-fiberglass-handle-47873.html?gStoreCode=2970&gQT=1
20230001,12/30/2023,Amazon,1,Tools,Tape Measure,,DeWalt,Tough Series,25 feet,22.25,1,https://a.co/d/eg1Mc6K
20230001,12/30/2023,Amazon,2,Tools,Tape Measure,Fiberglass,DeWalt,,300 feet,29.99,1,https://a.co/d/fJDywZf
20230001,12/30/2023,Amazon,3,Tools,Tape Measure,Fiberglass,DeWalt,,100 feet,18.99,1,https://a.co/d/gtWNIlZ
20230001,12/30/2023,Bosch,1,Tools,Laser Range Finder,Rechargable,Bosch,GLM80,265 feet,,1,https://www.bosch-professional.com/gb/en/archive/glm-80-26171-p/
20230001,12/30/2023,Amazon,2,Tools,Laser Range Finder,Battery Powered,Dtape,DT50,165 feet,21.99,1,https://a.co/d/76DIFfH
20230001,12/30/2023,Amazon,1,Tools,Laser Range Finder,Rechargable,Huepar,,330 feet,45.99,1,https://a.co/d/cRhGKIF
20230001,12/30/2023,Amazon,1,Tools,Measuring Wheel,Collapsible,Zozen,,9999 feet,39.99,1,https://a.co/d/6a9POgC
20230001,12/30/2023,Amazon,1,Tools,Tape Measure,,Zozen,,16 feet,0,1,https://a.co/d/6a9POgC
20230001,12/30/2023,,1,Tools,Range Pole,Aluminum,,,4 feet,,1,
20230001,12/30/2023,Amazon,1,Tools,Leveling Rod,Telescopic,AdirPro,,16 feet,44.99,1,https://a.co/d/fn9m9IT
20230001,12/30/2023,Lowe's,1,Tools,Caliper,Digital,Johnson,,,36.98,1,https://www.lowes.com/pd/Johnson-Level-Calipers-6-in-Digital/5013301939?store=444&cm_mmc=shp-_-c-_-prd-_-tol-_-ggl-_-PMAX_TOL_000_Priority_Item-_-5013301939-_-local-_-0-_-0&gad_source=1&gad_campaignid=21218097027&gbraid=0AAAAAD2B2W9Ei-lfMihCBBP7SuGJHxqrw&gclid=Cj0KCQjw5ubABhDIARIsAHMighZPYwdDO7IuEXEL0piZwKA5l8PSqig08g1ahHWz_iqRup80zves2gAaAiCFEALw_wcB&gclsrc=aw.ds
20230001,12/30/2023,Amazon,3,Tools,Caliper,Analog,Spurtar,,,17.87,1,https://a.co/d/fc0nRHP
20230001,12/30/2023,Amazon,1,Tools,Angle Locator,Magnetic Analog,Johnson,,,12.85,1,https://a.co/d/2azkDW9
20230001,12/30/2023,Amazon,2,Tools,Angle Locator,Magnetic Digital,Stead&Fast,,,25.99,1,https://a.co/d/4TCUU5Z
20230001,12/30/2023,Amazon,2,Tools,Level,Magnetic,Workpro,,1 foot,9.99,1,https://a.co/d/fIQihym
20230001,12/30/2023,Amazon,2,Tools,Level,Magnetic,Johnson,,4 feet,39.99,1,https://a.co/d/hudJOni
20230001,12/30/2023,Phase II,1,Tools,D-Meter,,Phase II,UTG2800,,,1,https://www.phase2plus.com/product/ultrasonicthicknessgauges-utg-2800/
20230001,12/30/2023,,1,Tools,Crack Card,,,,,,4,
20230001,12/30/2023,Amazon,5,Tools,Brush,Wire,Hyde,MaxxGrip Pro,,7.55,1,https://a.co/d/dotmeac
20230001,12/30/2023,Lowe's,3,Tools,Brush,Soft Bristle,Project Source,,9 inches,6.48,1,https://www.lowes.com/pd/Project-Source-9-in-Poly-Fiber-Soft-Deck-Brush/5014195269?store=1878&cm_mmc=shp-_-c-_-prd-_-hdw-_-ggl-_-PMAX_HDW_000_Priority_Item-_-5014195269-_-local-_-0-_-0&gad_source=1&gclid=CjwKCAjw47i_BhBTEiwAaJfPpp49N0cZi8b_rt2vOfeFGoZWpEb9LpaD38YwydRbC_h0pT8ygIf6LhoC7ykQAvD_BwE&gclsrc=aw.ds
20230001,12/30/2023,Amazon,2,Tools,Brush,Stiff Bristle,Konex,,,8.99,1,https://a.co/d/gdbB4tW
20230001,12/30/2023,Amazon,1,Tools,Steel Ball Weight,,Bullet Weights,,32 ounces,28.16,3,https://a.co/d/e2Ndy5L
20230001,12/30/2023,Lowe's,1,Tie Down,Rope,,Blue Hawk,,3/8 inch x 100 feet,13.98,1,https://www.lowes.com/pd/Blue-Hawk-0-375-in-x-100-ft-Braided-Polypropylene-Rope-By-the-Roll/1000760420?gStoreCode=444&gQT=1
20230001,12/30/2023,Amazon,1,Tie Down,Rope,,Attwood,,3/8 inch x 25 feet,14.87,1,https://a.co/d/gwCO8JM
20230001,12/30/2023,Amazon,1,Tie Down,Rope,,Attwood,,3/8 inch x 25 feet,14.87,1,https://a.co/d/gwCO8JM
20230001,12/30/2023,Amazon,1,Tools,Weld Gauge,1/4 inch,Riverweld,,,9.39,1,https://a.co/d/gSkBOAC
20230001,12/30/2023,Cabela's,1,Access Gear,Duck Boots,Women,SHE Outdoor,,7,69.99,2,https://www.cabelas.com/shop/en/she-outdoor-camo-utility-waterproof-rubber-boots-for-ladies-101575749?gQT=1
20230001,12/30/2023,Cabela's,1,Access Gear,Duck Boots,Women,SHE Outdoor,,8,69.99,2,https://www.cabelas.com/shop/en/she-outdoor-camo-utility-waterproof-rubber-boots-for-ladies-101575749?gQT=1
20230001,12/30/2023,Cabela's,1,Access Gear,Duck Boots,Men,RedHead Co,,7,69.99,2,https://www.cabelas.com/p/redhead-camo-utility-waterproof-rubber-boots-for-men-brown-truetimber-strata
20230001,12/30/2023,Cabela's,1,Access Gear,Duck Boots,Men,RedHead Co,,9,69.99,2,https://www.cabelas.com/p/redhead-camo-utility-waterproof-rubber-boots-for-men-brown-truetimber-strata
20230001,12/30/2023,Cabela's,1,Access Gear,Duck Boots,Men,RedHead Co,,10,69.99,2,https://www.cabelas.com/p/redhead-camo-utility-waterproof-rubber-boots-for-men-brown-truetimber-strata
20230001,12/30/2023,Cabela's,1,Access Gear,Duck Boots,Men,RedHead Co,,11,69.99,2,https://www.cabelas.com/p/redhead-camo-utility-waterproof-rubber-boots-for-men-brown-truetimber-strata
20230001,12/30/2023,Cabela's,2,Access Gear,Duck Boots,Men,RedHead Co,,13,69.99,2,https://www.cabelas.com/p/redhead-camo-utility-waterproof-rubber-boots-for-men-brown-truetimber-strata
20230001,12/30/2023,Amazon,1,Access Gear,Chest Waders,Men,Fishingsir,,5,49.99,1,https://a.co/d/gG43jEu
20230001,12/30/2023,Amazon,1,Access Gear,Chest Waders,Men,Fishingsir,,6,52.99,1,https://a.co/d/fW6LBGL
20230001,12/30/2023,Bass Dash,1,Access Gear,Chest Waders,Men,BassDash,,Medium,139,1,https://www.bassdash.com/products/mens-breathable-chest-waders-boot-foot-fw08?_pos=1&_sid=9739e984e&_ss=r&variant=49829494751543
20230001,12/30/2023,Bass Dash,1,Access Gear,Chest Waders,Men,BassDash,,Large,139,1,https://www.bassdash.com/products/mens-breathable-chest-waders-boot-foot-fw08?_pos=1&_sid=9739e984e&_ss=r&variant=49829494751543
20230001,12/30/2023,Bass Dash,1,Access Gear,Chest Waders,Men,BassDash,,Extra Large,139,1,https://www.bassdash.com/products/mens-breathable-chest-waders-boot-foot-fw08?_pos=1&_sid=9739e984e&_ss=r&variant=49829494751543
20230001,12/30/2023,Amazon,1,Gear,Tool Belt,7 Pockets,Carhartt,,,49.99,1,https://a.co/d/4FsddNZ
20230001,12/30/2023,Amazon,1,Gear,Tool Belt,3 Pockets,CLC Work Gear,,,18.44,1,https://a.co/d/1IgA0R4
20230001,12/30/2023,Amazon,2,Access Gear,Flashlight,Headlamp,Energizer,,,19.79,2,https://a.co/d/bkEf2ES
20230001,12/30/2023,Amazon,1,Access Gear,Flashlight,Aluminum Pen,Workpro,,,8.99,4,https://a.co/d/c7i08jV
20230001,12/30/2023,Amazon,2,Access Gear,Flashlight,Handheld,Dorcy,,,16.06,1,https://a.co/d/1eZVOtD
20230001,12/30/2023,Grainger,1,Personal Protective Equipment,Fall Protection Harness,,Honeywell Miller,,Large,60.11,1,https://www.grainger.com/product/HONEYWELL-MILLER-Full-Body-Harness-Vest-Harness-5M544
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Safety Lanyard,Tieback,MSA,,6 Feet,149.21,1,https://a.co/d/hkTH6nl
20230001,12/30/2023,Lowe's,2,Access Gear,Knee Pads,Hard Shell,Kobalt,,,12.98,2,https://www.lowes.com/pd/Kobalt-Hard-Shell-Knee-Pads/5015724013?store=&cm_mmc=shp-_-c-_-prd-_-tol-_-ggl-_-PMAX_TOL_000_Priority_Item-_-5015724013-_-online-_-0-_-0&gad_source=1&gclid=Cj0KCQjwqv2_BhC0ARIsAFb5Ac_V1HYejlAi2NvE04oqk6ag0_jazrpjn7U0w1_JuIZFp8lqe2AJ_dwaAnIfEALw_wcB&gclsrc=aw.ds
20230001,12/30/2023,Home Depot,1,Access Gear,Machete,,Fiskars,,15 inches,34.98,1,https://www.homedepot.com/p/Fiskars-15-in-Steel-Blade-Clearing-Machete-Knife-with-Sheath-for-Brush-Cutting-Gardening-Landscaping-Bushcraft-385091-1009/206398488
20230001,12/30/2023,Lowe's,1,Access Gear,Mortar Hoe,Fiberglass,Kobalt,,,34.98,1,https://www.lowes.com/pd/Kobalt-54-in-Fiberglass-Handle-Forged-Mortar-Hoe/5005520481
20230001,12/30/2023,Amazon,4,Tie Down,Flexible Cable Lock,,Masterlock,,1/2 inch x 5 feet,16.29,1,https://a.co/d/6P7SqQP
20230001,12/30/2023,Amazon,1,Tie Down,Ratchet Straps,,SmartStraps,,14 feet,20.47,2,https://a.co/d/dZieApr
20230001,12/30/2023,Amazon,1,Tie Down,Ratchet Straps,,SmartStraps,,14 feet,29.99,4,https://a.co/d/9kBHKCh
20230001,12/30/2023,Amazon,1,Tie Down,Carabiner,Auto Locking,FresKaro,,,24.99,3,https://a.co/d/fYkreUF
20230001,12/30/2023,Amazon,2,Tie Down,Carabiner,Double Sided Snap Hooks,Bityar,,,6.99,10,https://a.co/d/4VC7CGs
20230001,12/30/2023,,3,Site Safety,Traffic Cone,,,,,,1,
20230001,12/30/2023,Amazon,1,Personal Protective Equipment,Protective Particulate Respirator,KN95,CandyCare,,,11.95,20,https://a.co/d/8hsKqwP
20230001,12/30/2023,Amazon,1,Food,Cooler,Soft Cooler,RTIC,Ultra-Tough,,119,1,https://a.co/d/3miLLN3
20230001,12/30/2023,Amazon,1,Repair,Duct Tape,,Duck,,60 yards,7.16,1,https://a.co/d/bcPiJth
20230001,12/30/2023,Amazon,1,Portable Power,Battery,AA,Energizer,,,14.97,24,https://a.co/d/h3NbkV6
20230001,12/30/2023,Amazon,1,Portable Power,Battery,AAA,Energizer,,,13.99,24,https://a.co/d/5KKBE1D
20230001,12/30/2023,Amazon,1,Portable Power,Battery Charger,Dual-Bay Camera,BM Premium,,,14.99,1,https://a.co/d/2q4xwLi
20230001,12/30/2023,Amazon,1,Portable Power,Battery Charger,,,Power Bank,,23.95,1,https://a.co/d/f6fDBjZ
20230001,12/30/2023,Amazon,2,Field Reporting,Clipboard,Metal Clamshell,Saunders,,,23.74,1,https://a.co/d/6PIsDwB
20230001,12/30/2023,,1,Field Reporting,Clipboard,Slim,,,,,1,
20230001,12/30/2023,Amazon,1,Field Reporting,Paint Markers,,Markal,82831 F,,31.28,12,https://a.co/d/daQg1A8
20230001,12/30/2023,Dell,3,Technology,Laptop,,Dell,Latitude 3330,,,1,https://www.dell.com/en-us/shop/dell-laptops/latitude-3330-laptop-or-2-in-1/spd/latitude-13-3330-laptop
20230001,12/30/2023,Amazon,1,Technology,Portable Scanner,,Epson,ES300W,,299.95,1,https://a.co/d/eSlF6xJ
20230001,12/30/2023,Best Buy,1,Technology,Camera,Waterproof Shockproof,Olympus,TG-6,,379,1,https://www.bestbuy.com/site/olympus-om-system-tg-7-4k-video-12-megapixel-waterproof-digital-camera-black/6566912.p?skuId=6566912&gQT=2
20230001,12/30/2023,Best Buy,1,Technology,Camera,Waterproof Shockproof,Olympus,TG-7,,379,1,https://www.bestbuy.com/site/olympus-om-system-tg-7-4k-video-12-megapixel-waterproof-digital-camera-black/6566912.p?skuId=6566912&gQT=2
20230001,12/30/2023,Amazon,1,Technology,Camera,Waterproof Shockproof,Ricoh,WG-80,,336.99,1,https://a.co/d/f6Uz83N
20230001,12/30/2023,,2,Technology,SD Card,,,,,,1,
20230001,12/30/2023,Amazon,2,Portable Power,Camera Battery,Rechargable,OM System,LI-92B,,42.99,1,https://a.co/d/fq9Igyd
20230001,12/30/2023,Amazon,2,Portable Power,Camera Battery,Rechargable,BM Premium,BM-LI90B/92B,,13.99,1,https://a.co/d/cIpCKq1
20230001,12/30/2023,,1,Technology,USB SD Card Reader,,,,,,1,
20230001,12/30/2023,Amazon,1,Access Gear,Binoculars,Waterproof,Bushnell,Explorer,,69,1,https://a.co/d/2tTfeXk
20230001,12/30/2023,Walmart,1,Technology,Walkie-Talkie,,Motorola,Talkabout T460,,54.99,2,https://www.walmart.com/ip/Motorola-T460-Rechargeable-2-Way-Radio-Dark-Blue/45804850
20230001,12/30/2023,Skydio,1,Access Equipment,Drone,,Skydio,2+,,1099,1,https://www.skydio.com/products
20230001,12/30/2023,Skydio,1,Access Equipment,Drone Controller,,Skydio,2+,,179,1,https://shop.skydio.com/collections/essential-accessories/products/skydio-controller
20230001,12/30/2023,DJI,1,Access Equipment,Drone,,DJI,Mini 3,,419,1,https://store.dji.com/product/dji-mini-3?utm_source%5B%5D=google&utm_source%5B%5D=google&utm_medium%5B%5D=cpc&utm_medium%5B%5D=cpc&utm_campaign=NA-US-SEM-drone-product-mini3-2022&gad_source=1&gbraid=0AAAAADO_H_fwu-SksAZkOv6MyYs1YHpQW&gclid=Cj0KCQjw16O_BhDNARIsAC3i2GB98N6376EDsy3XUak4Qpf3gpfTcMDYfeSgpgdqlCNEh2bxMORROtAaAj_gEALw_wcB&vid=128001
20230001,12/30/2023,Amazon,1,Tools,Split Type Vibration Meter,Digital,Walfront,,,182.29,1,https://a.co/d/evxc2c5
20230001,12/30/2023,Amazon,1,Access Equipment,Camera Pole Adapter,Straight,Grafiti,Nootle,,14,1,https://a.co/d/hrva7Vv
20230001,12/30/2023,Amazon,1,Technology,USB SD Card Reader,SD-Micro SD,Acer,,,9.98,1,https://a.co/d/6yLBX33
